timestamp,open,high,low,close,volume
2023-01-01 22:00:00+00:00,0.68194,0.68204,0.68064,0.68098,302
2023-01-02 02:00:00+00:00,0.68097,0.6812,0.68059,0.68066,723
2023-01-02 06:00:00+00:00,0.68066,0.68116,0.67932,0.67952,2157
2023-01-02 10:00:00+00:00,0.67952,0.6812,0.67946,0.68054,10248
2023-01-02 14:00:00+00:00,0.68054,0.68197,0.68054,0.68156,6174
2023-01-02 18:00:00+00:00,0.68156,0.68164,0.67979,0.68017,3755
2023-01-02 22:00:00+00:00,0.68017,0.68108,0.67728,0.67813,12802
2023-01-03 02:00:00+00:00,0.6781,0.68347,0.67784,0.6796,15494
2023-01-03 06:00:00+00:00,0.67959,0.68094,0.66942,0.67219,24739
2023-01-03 10:00:00+00:00,0.67218,0.67402,0.6688,0.67374,18523
2023-01-03 14:00:00+00:00,0.67377,0.67677,0.67218,0.67282,26816
2023-01-03 18:00:00+00:00,0.67277,0.67422,0.67203,0.67278,12548
2023-01-03 22:00:00+00:00,0.67266,0.6768,0.6717,0.67646,10372
2023-01-04 02:00:00+00:00,0.67648,0.68174,0.67636,0.68014,14511
2023-01-04 06:00:00+00:00,0.68013,0.68848,0.67906,0.6871,23308
2023-01-04 10:00:00+00:00,0.6871,0.6886,0.68532,0.6875,18250
2023-01-04 14:00:00+00:00,0.68748,0.68865,0.68348,0.68454,30820
2023-01-04 18:00:00+00:00,0.68452,0.68562,0.68196,0.68388,19470
2023-01-04 22:00:00+00:00,0.68382,0.68453,0.68218,0.68388,9613
2023-01-05 02:00:00+00:00,0.68388,0.68388,0.68008,0.68223,11988
2023-01-05 06:00:00+00:00,0.68225,0.68342,0.68004,0.68253,18623
2023-01-05 10:00:00+00:00,0.68255,0.68418,0.67729,0.67775,20116
2023-01-05 14:00:00+00:00,0.67775,0.67812,0.67354,0.67455,29324
2023-01-05 18:00:00+00:00,0.67454,0.67726,0.67429,0.67511,14455
2023-01-05 22:00:00+00:00,0.67552,0.67742,0.67514,0.67602,9982
2023-01-06 02:00:00+00:00,0.67602,0.67882,0.67492,0.67558,12225
2023-01-06 06:00:00+00:00,0.67562,0.677,0.6732,0.67419,19079
2023-01-06 10:00:00+00:00,0.67419,0.67914,0.67222,0.67884,25037
2023-01-06 14:00:00+00:00,0.67885,0.68699,0.67461,0.68691,36886
2023-01-06 18:00:00+00:00,0.6869,0.6887,0.68613,0.68754,10468
2023-01-08 22:00:00+00:00,0.68789,0.69097,0.68751,0.69032,12007
2023-01-09 02:00:00+00:00,0.69032,0.69378,0.69002,0.69344,11856
2023-01-09 06:00:00+00:00,0.69344,0.69467,0.69112,0.69258,20362
2023-01-09 10:00:00+00:00,0.69261,0.69454,0.69056,0.6933,19643
2023-01-09 14:00:00+00:00,0.69332,0.695,0.69172,0.69371,22940
2023-01-09 18:00:00+00:00,0.69371,0.69394,0.69084,0.6913,12564
2023-01-09 22:00:00+00:00,0.69145,0.6928,0.69011,0.69248,9345
2023-01-10 02:00:00+00:00,0.6925,0.69268,0.68918,0.69121,14473
2023-01-10 06:00:00+00:00,0.69123,0.6916,0.68856,0.68996,20714
2023-01-10 10:00:00+00:00,0.69,0.6903,0.68598,0.68738,16954
2023-01-10 14:00:00+00:00,0.68738,0.69092,0.68688,0.68846,30020
2023-01-10 18:00:00+00:00,0.68848,0.68958,0.68796,0.68934,9035
2023-01-10 22:00:00+00:00,0.68857,0.69144,0.68815,0.68906,9319
2023-01-11 02:00:00+00:00,0.68904,0.69256,0.68874,0.69168,11393
2023-01-11 06:00:00+00:00,0.69168,0.69217,0.68948,0.69121,18920
2023-01-11 10:00:00+00:00,0.69123,0.69158,0.68732,0.68979,17346
2023-01-11 14:00:00+00:00,0.6898,0.69098,0.6889,0.6894,20203
2023-01-11 18:00:00+00:00,0.68938,0.69128,0.68847,0.69066,9537
2023-01-11 22:00:00+00:00,0.69022,0.69208,0.69022,0.69168,11611
2023-01-12 02:00:00+00:00,0.69168,0.69246,0.69102,0.69172,10884
2023-01-12 06:00:00+00:00,0.69174,0.692,0.68874,0.69128,14715
2023-01-12 10:00:00+00:00,0.69128,0.69843,0.6875,0.69812,25762
